omic	mat_name	EG_num	direction	name
MG	fun.C_name	EG12	up	Steroid hormone biosynthesis
MG	fun.C_name	EG12	up	Lipoarabinomannan (LAM) biosynthesis
MG	fun.C_name	EG12	up	Bisphenol degradation
MG	fun.C_name	EG12	up	Fatty acid elongation
MG	fun.C_name	EG12	up	Primary bile acid biosynthesis
MG	fun.C_name	EG12	down	Ethylbenzene degradation
MG	fun.C_name	EG12	down	Ether lipid metabolism
MG	fun.C_name	EG12	down	Styrene degradation
MG	fun.C_name	EG12	down	Steroid biosynthesis
MG	fun.C_name	EG12	down	Biosynthesis of enediyne antibiotics
MG	fun.C_name	EG12	down	Arachidonic acid metabolism
MG	fun.C_name	EG12	down	alpha-Linolenic acid metabolism
MG	fun.C_name	EG12	down	Metabolism of xenobiotics by cytochrome P450
MG	fun.C_name	EG19	up	Chloroalkane and chloroalkene degradation
MG	fun.C_name	EG19	up	Styrene degradation
MG	fun.C_name	EG19	up	Steroid degradation
MG	fun.C_name	EG19	up	Chlorocyclohexane and chlorobenzene degradation
MG	fun.C_name	EG19	up	Biosynthesis of enediyne antibiotics
MG	fun.C_name	EG19	up	Toluene degradation
MG	fun.C_name	EG19	up	Inositol phosphate metabolism
MG	fun.C_name	EG19	up	Metabolism of xenobiotics by cytochrome P450
MG	fun.C_name	EG19	down	Acarbose and validamycin biosynthesis
MG	fun.C_name	EG19	down	D-Glutamine and D-glutamate metabolism
MG	fun.C_name	EG19	down	Isoquinoline alkaloid biosynthesis
MG	fun.C_name	EG19	down	Ethylbenzene degradation
MG	fun.C_name	EG19	down	Drug metabolism - cytochrome P450
MG	fun.C_name	EG19	down	alpha-Linolenic acid metabolism
MG	fun.C_name	EG19	down	Retinol metabolism
MG	fun.C_name	EG19	down	Ether lipid metabolism
MG	fun.C_name	EG21	up	Ethylbenzene degradation
MG	fun.C_name	EG21	up	Chlorocyclohexane and chlorobenzene degradation
MG	fun.C_name	EG21	up	Phenylpropanoid biosynthesis
MG	fun.C_name	EG21	up	D-Glutamine and D-glutamate metabolism
MG	fun.C_name	EG21	up	Styrene degradation
MG	fun.C_name	EG21	up	Drug metabolism - cytochrome P450
MG	fun.C_name	EG21	up	Taurine and hypotaurine metabolism
MG	fun.C_name	EG21	up	Synthesis and degradation of ketone bodies
MG	fun.C_name	EG21	down	Chloroalkane and chloroalkene degradation
MG	fun.C_name	EG21	down	Isoquinoline alkaloid biosynthesis
MG	fun.C_name	EG21	down	Acarbose and validamycin biosynthesis
MG	fun.C_name	EG21	down	Biosynthesis of enediyne antibiotics
MG	fun.C_name	EG21	down	Ether lipid metabolism
MG	fun.C_name	EG21	down	Steroid degradation
MG	fun.C_name	EG21	down	Other types of O-glycan biosynthesis
MG	fun.C_name	EG21	down	Steroid hormone biosynthesis
MG	fun.C_name	EG23	up	D-Glutamine and D-glutamate metabolism
MG	fun.C_name	EG23	up	Toluene degradation
MG	fun.C_name	EG23	up	Biosynthesis of enediyne antibiotics
MG	fun.C_name	EG23	up	Drug metabolism - cytochrome P450
MG	fun.C_name	EG23	up	Tropane, piperidine and pyridine alkaloid biosynthesis
MG	fun.C_name	EG23	up	Steroid degradation
MG	fun.C_name	EG23	up	alpha-Linolenic acid metabolism
MG	fun.C_name	EG23	up	Synthesis and degradation of ketone bodies
MG	fun.C_name	EG23	down	Phenylpropanoid biosynthesis
MG	fun.C_name	EG23	down	Retinol metabolism
MG	fun.C_name	EG23	down	Chloroalkane and chloroalkene degradation
MG	fun.C_name	EG23	down	Carotenoid biosynthesis
MG	fun.C_name	EG23	down	Biosynthesis of unsaturated fatty acids
MG	fun.C_name	EG23	down	Acarbose and validamycin biosynthesis
MG	fun.C_name	EG23	down	Ethylbenzene degradation
MG	fun.C_name	EG23	down	Inositol phosphate metabolism
MG	fun.C_name	EG24	up	Taurine and hypotaurine metabolism
MG	fun.C_name	EG24	up	Cyanoamino acid metabolism
MG	fun.C_name	EG24	up	Synthesis and degradation of ketone bodies
MG	fun.C_name	EG24	up	alpha-Linolenic acid metabolism
MG	fun.C_name	EG24	up	Biosynthesis of enediyne antibiotics
MG	fun.C_name	EG24	up	Acarbose and validamycin biosynthesis
MG	fun.C_name	EG24	up	Inositol phosphate metabolism
MG	fun.C_name	EG24	up	Retinol metabolism
MG	fun.C_name	EG24	down	Carotenoid biosynthesis
MG	fun.C_name	EG24	down	Steroid biosynthesis
MG	fun.C_name	EG24	down	Steroid degradation
MG	fun.C_name	EG24	down	D-Glutamine and D-glutamate metabolism
MG	fun.C_name	EG24	down	Chloroalkane and chloroalkene degradation
MG	fun.C_name	EG24	down	Toluene degradation
MG	fun.C_name	EG24	down	Chlorocyclohexane and chlorobenzene degradation
MG	fun.C_name	EG24	down	Naphthalene degradation
MT	fun.C_name	EG4	up	Tropane, piperidine and pyridine alkaloid biosynthesis
MT	fun.C_name	EG4	up	Novobiocin biosynthesis
MT	fun.C_name	EG4	up	Drug metabolism - cytochrome P450
MT	fun.C_name	EG4	up	Isoquinoline alkaloid biosynthesis
MT	fun.C_name	EG4	up	Acarbose and validamycin biosynthesis
MT	fun.C_name	EG4	up	Vitamin B6 metabolism
MT	fun.C_name	EG4	up	Naphthalene degradation
MT	fun.C_name	EG4	up	Retinol metabolism
MT	fun.C_name	EG4	down	Other glycan degradation
MT	fun.C_name	EG4	down	Ether lipid metabolism
MT	fun.C_name	EG4	down	D-Glutamine and D-glutamate metabolism
MT	fun.C_name	EG4	down	Caprolactam degradation
MT	fun.C_name	EG4	down	Arachidonic acid metabolism
MT	fun.C_name	EG4	down	Steroid biosynthesis
MT	fun.C_name	EG4	down	Limonene and pinene degradation
MT	fun.C_name	EG4	down	Phenylpropanoid biosynthesis
MT	fun.C_name	EG6	up	Toluene degradation
MT	fun.C_name	EG6	up	Drug metabolism - cytochrome P450
MT	fun.C_name	EG6	up	Lipoic acid metabolism
MT	fun.C_name	EG6	up	Ascorbate and aldarate metabolism
MT	fun.C_name	EG6	up	Penicillin and cephalosporin biosynthesis
MT	fun.C_name	EG6	up	Other glycan degradation
MT	fun.C_name	EG6	up	Synthesis and degradation of ketone bodies
MT	fun.C_name	EG6	up	Biosynthesis of ansamycins
MT	fun.C_name	EG6	down	Retinol metabolism
MT	fun.C_name	EG6	down	Phenylpropanoid biosynthesis
MT	fun.C_name	EG6	down	Sphingolipid metabolism
MT	fun.C_name	EG6	down	Isoquinoline alkaloid biosynthesis
MT	fun.C_name	EG6	down	Chlorocyclohexane and chlorobenzene degradation
MT	fun.C_name	EG6	down	Carotenoid biosynthesis
MT	fun.C_name	EG6	down	Tropane, piperidine and pyridine alkaloid biosynthesis
MT	fun.C_name	EG6	down	Biosynthesis of enediyne antibiotics
MT	fun.C_name	EG8	up	Carotenoid biosynthesis
MT	fun.C_name	EG8	up	Other glycan degradation
MT	fun.C_name	EG8	up	Toluene degradation
MT	fun.C_name	EG8	up	Caprolactam degradation
MT	fun.C_name	EG8	up	Biosynthesis of ansamycins
MT	fun.C_name	EG8	up	Retinol metabolism
MT	fun.C_name	EG8	up	Chloroalkane and chloroalkene degradation
MT	fun.C_name	EG8	up	Lipoarabinomannan (LAM) biosynthesis
MT	fun.C_name	EG8	down	Glycosaminoglycan degradation
MT	fun.C_name	EG8	down	D-Glutamine and D-glutamate metabolism
MT	fun.C_name	EG8	down	Ether lipid metabolism
MT	fun.C_name	EG8	down	Styrene degradation
MT	fun.C_name	EG8	down	Arabinogalactan biosynthesis - Mycobacterium
MT	fun.C_name	EG8	down	Biosynthesis of vancomycin group antibiotics
MT	fun.C_name	EG8	down	Nitrotoluene degradation
MT	fun.C_name	EG8	down	Chlorocyclohexane and chlorobenzene degradation
MP	fun.C_name	EG3	up	Cutin, suberine and wax biosynthesis
MP	fun.C_name	EG3	up	Isoflavonoid biosynthesis
MP	fun.C_name	EG3	up	Bisphenol degradation
MP	fun.C_name	EG3	up	Glucosinolate biosynthesis
MP	fun.C_name	EG3	up	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
MP	fun.C_name	EG3	up	Arachidonic acid metabolism
MP	fun.C_name	EG3	up	Linoleic acid metabolism
MP	fun.C_name	EG3	up	Atrazine degradation
MP	fun.C_name	EG3	down	Flavonoid biosynthesis
MP	fun.C_name	EG3	down	Stilbenoid, diarylheptanoid and gingerol biosynthesis
MP	fun.C_name	EG3	down	Xylene degradation
MP	fun.C_name	EG3	down	Fluorobenzoate degradation
MP	fun.C_name	EG3	down	Styrene degradation
MP	fun.C_name	EG3	down	Dioxin degradation
MP	fun.C_name	EG3	down	Steroid hormone biosynthesis
MP	fun.C_name	EG3	down	Polycyclic aromatic hydrocarbon degradation
MP	fun.C_name	EG4	up	Polycyclic aromatic hydrocarbon degradation
MP	fun.C_name	EG4	up	Xylene degradation
MP	fun.C_name	EG4	up	Isoflavonoid biosynthesis
MP	fun.C_name	EG4	up	Fluorobenzoate degradation
MP	fun.C_name	EG4	up	Biosynthesis of secondary metabolites - unclassified
MP	fun.C_name	EG4	up	Dioxin degradation
MP	fun.C_name	EG4	up	Atrazine degradation
MP	fun.C_name	EG4	up	Steroid hormone biosynthesis
MP	fun.C_name	EG4	down	Arachidonic acid metabolism
MP	fun.C_name	EG4	down	Flavonoid biosynthesis
MP	fun.C_name	EG4	down	Stilbenoid, diarylheptanoid and gingerol biosynthesis
MP	fun.C_name	EG4	down	Cutin, suberine and wax biosynthesis
MP	fun.C_name	EG4	down	Retinol metabolism
MP	fun.C_name	EG4	down	Naphthalene degradation
MP	fun.C_name	EG4	down	Bisphenol degradation
MP	fun.C_name	EG4	down	Limonene and pinene degradation
MP	fun.C_name	EG6	up	Biosynthesis of secondary metabolites - unclassified
MP	fun.C_name	EG6	up	Fluorobenzoate degradation
MP	fun.C_name	EG6	up	Xylene degradation
MP	fun.C_name	EG6	up	Dioxin degradation
MP	fun.C_name	EG6	up	Arachidonic acid metabolism
MP	fun.C_name	EG6	up	Cutin, suberine and wax biosynthesis
MP	fun.C_name	EG6	up	Bisphenol degradation
MP	fun.C_name	EG6	up	Steroid biosynthesis
MP	fun.C_name	EG6	down	Atrazine degradation
MP	fun.C_name	EG6	down	Type I polyketide structures
MP	fun.C_name	EG6	down	Polycyclic aromatic hydrocarbon degradation
MP	fun.C_name	EG6	down	Biosynthesis of type II polyketide products
MP	fun.C_name	EG6	down	Insect hormone biosynthesis
MP	fun.C_name	EG6	down	Methane metabolism
MP	fun.C_name	EG6	down	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
MP	fun.C_name	EG6	down	Nitrotoluene degradation
MP	fun.C_name	EG8	up	Polycyclic aromatic hydrocarbon degradation
MP	fun.C_name	EG8	up	Caffeine metabolism
MP	fun.C_name	EG8	up	Glucosinolate biosynthesis
MP	fun.C_name	EG8	up	Arachidonic acid metabolism
MP	fun.C_name	EG8	up	Nitrotoluene degradation
MP	fun.C_name	EG8	up	Isoflavonoid biosynthesis
MP	fun.C_name	EG8	up	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
MP	fun.C_name	EG8	up	N-Glycan biosynthesis
MP	fun.C_name	EG8	down	Type I polyketide structures
MP	fun.C_name	EG8	down	Biosynthesis of secondary metabolites - unclassified
MP	fun.C_name	EG8	down	Secondary bile acid biosynthesis
MP	fun.C_name	EG8	down	Steroid hormone biosynthesis
MP	fun.C_name	EG8	down	Biosynthesis of type II polyketide products
MP	fun.C_name	EG8	down	Sesquiterpenoid and triterpenoid biosynthesis
MP	fun.C_name	EG8	down	Steroid biosynthesis
MP	fun.C_name	EG8	down	Steroid degradation
MP	fun.C_name	EG9	up	Secondary bile acid biosynthesis
MP	fun.C_name	EG9	up	Steroid hormone biosynthesis
MP	fun.C_name	EG9	up	N-Glycan biosynthesis
MP	fun.C_name	EG9	up	Cutin, suberine and wax biosynthesis
MP	fun.C_name	EG9	up	Styrene degradation
MP	fun.C_name	EG9	up	Steroid degradation
MP	fun.C_name	EG9	up	Betalain biosynthesis
MP	fun.C_name	EG9	up	Arachidonic acid metabolism
MP	fun.C_name	EG9	down	Polycyclic aromatic hydrocarbon degradation
MP	fun.C_name	EG9	down	Biosynthesis of secondary metabolites - unclassified
MP	fun.C_name	EG9	down	Type I polyketide structures
MP	fun.C_name	EG9	down	Steroid biosynthesis
MP	fun.C_name	EG9	down	Sesquiterpenoid and triterpenoid biosynthesis
MP	fun.C_name	EG9	down	Bisphenol degradation
MP	fun.C_name	EG9	down	Linoleic acid metabolism
MP	fun.C_name	EG9	down	Photosynthesis - antenna proteins
MG	fun.D_name	EG4	up	vldW; validamycin A dioxygenase
MG	fun.D_name	EG4	up	talrD-galrD; L-talarate/galactarate dehydratase
MG	fun.D_name	EG4	up	E2.1.3.1-5S; methylmalonyl-CoA carboxyltransferase 5S subunit
MG	fun.D_name	EG4	up	doeB; N2-acetyl-L-2,4-diaminobutanoate deacetylase
MG	fun.D_name	EG4	up	E1.1.3.21; alpha-glycerophosphate oxidase
MG	fun.D_name	EG4	up	NDUFAB1; NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex
MG	fun.D_name	EG4	up	B4GALNT1, GALGT; (N-Acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase
MG	fun.D_name	EG4	up	dgaE; D-glucosaminate-6-phosphate ammonia-lyase
MG	fun.D_name	EG4	up	E2.4.2.6; nucleoside deoxyribosyltransferase
MG	fun.D_name	EG4	up	GBA2; non-lysosomal glucosylceramidase
MG	fun.D_name	EG4	up	soxG; sarcosine oxidase, subunit gamma
MG	fun.D_name	EG4	up	fucD; L-fuconate dehydratase
MG	fun.D_name	EG4	up	SSADH; succinate-semialdehyde dehydrogenase, mitochondrial
MG	fun.D_name	EG4	up	RDH8; retinol dehydrogenase 8
MG	fun.D_name	EG4	up	E2.5.1.56, neuB; N-acetylneuraminate synthase
MG	fun.D_name	EG4	up	entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate-AMP ligase
MG	fun.D_name	EG4	up	E1.1.1.67, mtlK; mannitol 2-dehydrogenase
MG	fun.D_name	EG4	up	mgdD; methylglutamate dehydrogenase subunit D
MG	fun.D_name	EG4	up	hmfF; 2,5-furandicarboxylate decarboxylase
MG	fun.D_name	EG4	up	pbpB; penicillin-binding protein 2
MG	fun.D_name	EG4	up	aksD; methanogen homoaconitase large subunit
MG	fun.D_name	EG4	up	rifK, asm24, asm43; 3-amino-5-hydroxybenzoate synthase
MG	fun.D_name	EG4	up	lysJ, argD; LysW-gamma-L-lysine/LysW-L-ornithine aminotransferase
MG	fun.D_name	EG4	up	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase
MG	fun.D_name	EG4	up	E2.4.1.7; sucrose phosphorylase
MG	fun.D_name	EG4	up	ligM; vanillate/3-O-methylgallate O-demethylase
MG	fun.D_name	EG4	up	chlN; light-independent protochlorophyllide reductase subunit N
MG	fun.D_name	EG4	up	elmD; 8-demethyl-8-(2,3,4-trimethoxy-alpha-L-rhamnosyl)tetracenomycin-C O-methyltransferase
MG	fun.D_name	EG4	up	ttr; acetyltransferase
MG	fun.D_name	EG4	up	araM, egsA; glycerol-1-phosphate dehydrogenase
MG	fun.D_name	EG4	up	FDFT1; farnesyl-diphosphate farnesyltransferase
MG	fun.D_name	EG4	up	pseC; UDP-4-amino-4,6-dideoxy-L-N-acetyl-beta-L-altrosamine transaminase
MG	fun.D_name	EG4	up	pgi1; glucose-6-phosphate isomerase, archaeal
MG	fun.D_name	EG4	up	thiDN; hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase
MG	fun.D_name	EG4	up	cbiD; cobalt-precorrin-5B (C1)-methyltransferase
MG	fun.D_name	EG4	up	PTS-Nag-EIIB, nagE; PTS system, N-acetylglucosamine-specific IIB component
MG	fun.D_name	EG4	up	FLAD1; FAD synthetase
MG	fun.D_name	EG4	up	mtnK; 5-methylthioribose kinase
MG	fun.D_name	EG4	up	EOGT; EGF domain-specific O-GlcNAc transferase
MG	fun.D_name	EG4	up	E1.1.99.3A; gluconate 2-dehydrogenase alpha chain
MG	fun.D_name	EG4	up	phnI; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
MG	fun.D_name	EG4	up	PTS-Fru-EIIA, fruB; PTS system, fructose-specific IIA component
MG	fun.D_name	EG4	up	xapA; xanthosine phosphorylase
MG	fun.D_name	EG4	up	oadA; oxaloacetate decarboxylase (Na+ extruding), alpha subunit
MG	fun.D_name	EG4	up	DVR; divinyl chlorophyllide a 8-vinyl-reductase
MG	fun.D_name	EG4	up	ebdB; ethylbenzene hydroxylase subunit bet
MG	fun.D_name	EG4	up	cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase
MG	fun.D_name	EG4	up	pdxB; erythronate-4-phosphate dehydrogenase
MG	fun.D_name	EG4	up	pchF; pyochelin synthetas
MG	fun.D_name	EG4	up	xylA; toluene methyl-monooxygenase electron transfer component
MG	fun.D_name	EG4	up	suyA; (2R)-sulfolactate sulfo-lyase subunit alpha
MG	fun.D_name	EG4	up	hydA; sulfhydrogenase subunit alpha
MG	fun.D_name	EG4	up	ALDH5A1; succinate-semialdehyde dehydrogenase
MG	fun.D_name	EG4	up	andAb; anthranilate 1,2-dioxygenase ferredoxin componen
MG	fun.D_name	EG4	up	nicD; N-formylmaleamate deformylase
MG	fun.D_name	EG4	up	uxaA2; altronate dehydratase large subunit
MG	fun.D_name	EG4	up	E4.2.1.1; carbonic anhydrase
MG	fun.D_name	EG4	up	nadM; nicotinamide-nucleotide adenylyltransferase
MG	fun.D_name	EG4	up	nbaB; 2-hydroxylaminobenzoate mutase
MG	fun.D_name	EG4	up	graA; resorcinol 4-hydroxylase (FADH2)
MG	fun.D_name	EG4	up	nrtD, cynD; nitrate/nitrite transport system ATP-binding protei
MG	fun.D_name	EG4	up	lysZ, argB; LysW-gamma-L-alpha-aminoadipate/LysW-L-glutamate kinase
MG	fun.D_name	EG4	up	MQCRA, qcrA, bfcA, petC; menaquinol-cytochrome c reductase iron-sulfur subunit
MG	fun.D_name	EG4	up	elmMI; 8-demethyl-8-alpha-L-rhamnosyltetracenomycin-C 2'-O-methyltransferase
MG	fun.D_name	EG4	up	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase
MG	fun.D_name	EG4	up	GUCY2F; guanylate cyclase 2F
MG	fun.D_name	EG4	up	fbp; diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase
MG	fun.D_name	EG4	up	E2.1.1.131, cobJ, cbiH; precorrin-3B C17-methyltransferase
MG	fun.D_name	EG4	up	aldH; NADP-dependent aldehyde dehydrogenase
MG	fun.D_name	EG4	up	rbtK; D-ribulokinase
MG	fun.D_name	EG4	up	dcyD; D-cysteine desulfhydrase
MG	fun.D_name	EG4	up	aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase
MG	fun.D_name	EG4	up	GLYK; D-glycerate 3-kinase
MG	fun.D_name	EG4	up	ebdC; ethylbenzene hydroxylase subunit gamm
MG	fun.D_name	EG4	up	hsaD; 4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
MG	fun.D_name	EG4	up	ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase
MG	fun.D_name	EG4	up	dfrB, dfr2; dihydrofolate reductase (trimethoprim resistance protein)
MG	fun.D_name	EG4	up	csn; chitosanase
MG	fun.D_name	EG4	up	fucK; L-fuculokinase
MG	fun.D_name	EG4	up	ATPeF1G, ATP5C1, ATP3; F-type H+-transporting ATPase subunit gamm
MG	fun.D_name	EG4	up	DOX1; alpha-dioxygenase
MG	fun.D_name	EG4	up	mbtH, nocI; MbtH protei
MG	fun.D_name	EG4	up	aksF; methanogen homoisocitrate dehydrogenase
MG	fun.D_name	EG4	up	asrB; anaerobic sulfite reductase subunit
MG	fun.D_name	EG4	up	tauA; taurine transport system substrate-binding protei
MG	fun.D_name	EG4	up	SCLY; selenocysteine lyase
MG	fun.D_name	EG4	up	vorD; 2-oxoisovalerate ferredoxin oxidoreductase, delta subunit
MG	fun.D_name	EG4	up	hcnC; hydrogen cyanide synthase HcnC
MG	fun.D_name	EG4	up	PTS-Nag-EIIC, nagE; PTS system, N-acetylglucosamine-specific IIC componen
MG	fun.D_name	EG4	up	dhaK; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK
MG	fun.D_name	EG4	up	ectB, dat; diaminobutyrate-2-oxoglutarate transaminase
MG	fun.D_name	EG4	up	bchF; 3-vinyl bacteriochlorophyllide hydratase
MG	fun.D_name	EG4	up	pdp; pyrimidine-nucleoside phosphorylase
MG	fun.D_name	EG4	up	hpyO; FAD-dependent urate hydroxylase
MG	fun.D_name	EG4	up	fdhA; glutathione-independent formaldehyde dehydrogenase
MG	fun.D_name	EG4	up	hydD; sulfhydrogenase subunit delta
MG	fun.D_name	EG4	up	E4.2.1.48; D-glutamate cyclase
MG	fun.D_name	EG4	up	E6.3.4.6; urea carboxylase
MG	fun.D_name	EG4	up	eutD; phosphotransacetylas
MG	fun.D_name	EG4	up	UGCG; ceramide glucosyltransferase
MG	fun.D_name	EG4	up	GANAB; mannosyl-oligosaccharide alpha-1,3-glucosidase
MG	fun.D_name	EG4	up	puuC, aldH; 4-(gamma-glutamylamino)butanal dehydrogenase
MG	fun.D_name	EG4	up	tauX; taurine dehydrogenase small subunit
MG	fun.D_name	EG4	up	APR; adenylyl-sulfate reductase (glutathione)
MG	fun.D_name	EG4	up	algG; mannuronan 5-epimerase
MG	fun.D_name	EG4	up	cpeZ; bilin biosynthesis protei
MG	fun.D_name	EG4	up	ATPeF0C, ATP5G, ATP9; F-type H+-transporting ATPase subunit
MG	fun.D_name	EG4	up	PLA2G16; HRAS-like suppressor 3
MG	fun.D_name	EG4	up	lplA, lplJ; lipoate---protein ligase
MG	fun.D_name	EG4	up	NAMPT; nicotinamide phosphoribosyltransferase
MG	fun.D_name	EG4	up	nicE, maiA; maleate isomerase
MG	fun.D_name	EG4	up	phnM; alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
MG	fun.D_name	EG4	up	sacC, levB; levanase
MG	fun.D_name	EG4	up	hydB; sulfhydrogenase subunit beta (sulfur reductase)
MG	fun.D_name	EG4	up	gnaD; gluconate/galactonate dehydratase
MG	fun.D_name	EG4	up	kdxD; 2-dehydro-3-deoxy-D-arabinonate dehydratase
MG	fun.D_name	EG4	up	adh1; NAD+-dependent secondary alcohol dehydrogenase Adh1
MG	fun.D_name	EG4	up	hdrB2; heterodisulfide reductase subunit B2
MG	fun.D_name	EG4	up	hspA; 6-hydroxy-3-succinoylpyridine 3-monooxygenase
