F5_NODE_18734_length_3017_cov_9.750169	0	no rank	unclassified	1	0	0	0.000	
F7_NODE_3288_length_8429_cov_4.394196	2	superkingdom	Bacteria	2	2	2	1.000	d_Bacteria
F7_NODE_3407_length_8243_cov_8.022838	171	genus	Leptospira	4	4	4	1.000	d_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Leptospirales;f_Leptospiraceae;g_Leptospira
F7_NODE_17750_length_3102_cov_2.331474	1871037	species	Flavobacteriaceae bacterium	2	2	1	0.660	d_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;s_Flavobacteriaceae bacterium
D46_NODE_4194_length_4998_cov_1.807607	80840	order	Burkholderiales	1	1	1	1.000	d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales
D46_NODE_3850_length_5280_cov_1.847656	1144318	species	Polaromonas sp. CF318	1	1	1	1.000	d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Polaromonas;s_Polaromonas sp. CF318
D46_NODE_6708_length_3664_cov_1.862289	221235	no rank	candidate division SR1	1	1	1	1.000	d_Bacteria
D47_NODE_5248_length_4496_cov_1.924341	1617411	species	Chlorobi bacterium OLB4	2	2	2	1.000	d_Bacteria;p_Chlorobi;s_Chlorobi bacterium OLB4
D48_NODE_9433_length_3014_cov_5.616087	2	superkingdom	Bacteria	1	1	1	1.000	d_Bacteria
D49_NODE_1572_length_9248_cov_2.503427	95818	phylum	Candidatus Saccharibacteria	5	5	5	1.000	d_Bacteria;p_Candidatus Saccharibacteria
D49_NODE_64_length_62531_cov_12.524185	2	superkingdom	Bacteria	1	1	1	1.000	d_Bacteria
D49_NODE_2076_length_7692_cov_2.878355	1760	class	Actinobacteria	2	2	1	0.500	d_Bacteria;p_Actinobacteria;c_Actinobacteria
D50_NODE_3673_length_4852_cov_3.102773	2	superkingdom	Bacteria	1	1	1	1.000	d_Bacteria
F10_NODE_360_length_11867_cov_10.989248	131567	no rank	cellular organisms	5	5	5	1.000	
F11_NODE_9266_length_4303_cov_5.812853	10239	superkingdom	Viruses	1	1	1	1.000	d_Viruses
F12_NODE_23124_length_3289_cov_39.197897	10239	superkingdom	Viruses	2	2	2	1.000	d_Viruses
F12_NODE_3238_length_9415_cov_11.832479	28221	class	Deltaproteobacteria	2	2	2	1.000	d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria
F12_NODE_24052_length_3224_cov_3.412117	29	order	Myxococcales	1	1	1	1.000	d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales
F13_NODE_12216_length_4119_cov_31.613681	10239	superkingdom	Viruses	1	1	1	1.000	d_Viruses
F13_NODE_219_length_38273_cov_7.300722	1	no rank	root	2	2	2	1.000	
F13_NODE_2555_length_9947_cov_4.512636	80840	order	Burkholderiales	2	2	1	0.510	d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales
F13_NODE_4414_length_7425_cov_5.039620	28221	class	Deltaproteobacteria	1	1	1	1.000	d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria
F13_NODE_7333_length_5551_cov_2.504185	2013777	species	Firmicutes bacterium HGW-Firmicutes-16	1	1	1	1.000	d_Bacteria;p_Firmicutes;s_Firmicutes bacterium HGW-Firmicutes-16
F15_NODE_15477_length_3321_cov_3.542866	395495	no rank	Leptothrix cholodnii SP-6	2	2	1	0.770	d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;g_Leptothrix;s_Leptothrix cholodnii
D45_NODE_1740_length_8016_cov_6.356237	131567	no rank	cellular organisms	2	2	2	1.000	
D45_NODE_2477_length_6485_cov_8.339502	2759	superkingdom	Eukaryota	1	1	1	1.000	d_Eukaryota
D46_NODE_3807_length_5319_cov_5.641337	131567	no rank	cellular organisms	1	1	1	1.000	
D46_NODE_2199_length_7672_cov_2.154785	976	phylum	Bacteroidetes	1	1	1	1.000	d_Bacteria;p_Bacteroidetes
D46_NODE_7079_length_3554_cov_4.114318	1224	phylum	Proteobacteria	1	1	1	1.000	d_Bacteria;p_Proteobacteria
D46_NODE_2040_length_8095_cov_4.056468	10744	family	Podoviridae	1	1	1	1.000	d_Viruses;o_Caudovirales;f_Podoviridae
D47_NODE_101_length_67047_cov_6.813008	1	no rank	root	4	4	4	1.000	
D47_NODE_1585_length_10849_cov_4.246896	2023191	species	Leptospira perolatii	2	2	1	0.570	d_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Leptospirales;f_Leptospiraceae;g_Leptospira;s_Leptospira perolatii
D47_NODE_5498_length_4364_cov_5.508006	1617411	species	Chlorobi bacterium OLB4	8	8	5	0.590	d_Bacteria;p_Chlorobi;s_Chlorobi bacterium OLB4
D48_NODE_1232_length_12147_cov_2.707658	2	superkingdom	Bacteria	3	3	3	1.000	d_Bacteria
D44_NODE_1030_length_12953_cov_9.330904	6020	class	Oligohymenophorea	2	2	1	0.790	d_Eukaryota;p_Ciliophora;c_Oligohymenophorea
D45_NODE_1024_length_11279_cov_5.331165	1	no rank	root	2	2	2	1.000	
D45_NODE_3386_length_5339_cov_29.179220	2759	superkingdom	Eukaryota	1	1	1	1.000	d_Eukaryota
D46_NODE_6257_length_3828_cov_2.480785	2	superkingdom	Bacteria	1	1	1	1.000	d_Bacteria
D47_NODE_1475_length_11452_cov_3.783364	1655600	species	Sphingobacteriales bacterium BACL12 MAG-120813-bin55	5	5	3	0.890	d_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;s_Sphingobacteriales bacterium BACL12 MAG-120813-bin55
D47_NODE_1495_length_11325_cov_7.334516	2626134	no rank	unclassified Limnohabitans	2	2	1	0.710	d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Limnohabitans
D48_NODE_1387_length_11162_cov_2.411902	2323	no rank	unclassified Bacteria	4	4	3	0.710	d_Bacteria
D49_NODE_8412_length_3293_cov_2.983323	1046947	no rank	unclassified Candidatus Gracilibacteria	2	2	1	0.610	d_Bacteria;p_Candidatus Gracilibacteria
D50_NODE_7015_length_3252_cov_2.093212	28056	family	Micromonosporaceae	1	1	1	1.000	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micromonosporales;f_Micromonosporaceae
D50_NODE_1493_length_9518_cov_3.436859	2	superkingdom	Bacteria	2	2	2	1.000	d_Bacteria
D40_NODE_1370_length_8933_cov_3.334760	171	genus	Leptospira	2	2	1	0.680	d_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Leptospirales;f_Leptospiraceae;g_Leptospira
D41_NODE_1904_length_9006_cov_5.886381	28216	class	Betaproteobacteria	5	5	2	0.580	d_Bacteria;p_Proteobacteria;c_Betaproteobacteria
D41_NODE_6508_length_4133_cov_5.179500	1224	phylum	Proteobacteria	2	2	2	1.000	d_Bacteria;p_Proteobacteria
D42_NODE_3839_length_5091_cov_7.728753	68336	no rank	Bacteroidetes/Chlorobi group	1	1	1	1.000	d_Bacteria
D42_NODE_7962_length_3232_cov_3.238905	1736531	species	Devosia sp. Root413D1	1	1	1	1.000	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_Devosia;s_Devosia sp. Root413D1
D43_NODE_5774_length_3837_cov_7.064781	0	no rank	unclassified	1	0	0	0.000	
D44_NODE_2955_length_6452_cov_2.469595	1	no rank	root	1	1	1	1.000	
D44_NODE_9204_length_3002_cov_1.975908	694433	no rank	Saprospira grandis DSM 2844	2	2	1	0.600	d_Bacteria;p_Bacteroidetes;c_Saprospiria;o_Saprospirales;f_Saprospiraceae;g_Saprospira;s_Saprospira grandis
D45_NODE_769_length_13762_cov_4.137594	2013837	species	Spirochaetae bacterium HGW-Spirochaetae-5	2	2	1	0.820	d_Bacteria;p_Spirochaetes;s_Spirochaetae bacterium HGW-Spirochaetae-5
D46_NODE_3080_length_6134_cov_2.514887	1895827	no rank	unclassified Saccharibacteria	2	2	1	0.650	d_Bacteria;p_Candidatus Saccharibacteria
D49_NODE_6284_length_3904_cov_1.842816	131567	no rank	cellular organisms	1	1	1	1.000	
D51_NODE_6150_length_3676_cov_2.198012	2	superkingdom	Bacteria	1	1	1	1.000	d_Bacteria
D51_NODE_6126_length_3684_cov_2.588041	976	phylum	Bacteroidetes	1	1	1	1.000	d_Bacteria;p_Bacteroidetes
F1_NODE_7673_length_3372_cov_3.773289	29	order	Myxococcales	2	2	1	0.750	d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales
F2_NODE_7154_length_4493_cov_4.043713	1	no rank	root	1	1	1	1.000	
D01_NODE_5436_length_4700_cov_4.193757	2026720	species	Candidatus Saccharibacteria bacterium	1	1	1	1.000	d_Bacteria;p_Candidatus Saccharibacteria;s_Candidatus Saccharibacteria bacterium
D01_NODE_9492_length_3275_cov_1.689441	131567	no rank	cellular organisms	2	2	2	1.000	
D02_NODE_1424_length_12009_cov_2.630333	2	superkingdom	Bacteria	11	11	7	0.680	d_Bacteria
D02_NODE_7305_length_3736_cov_2.456126	395963	no rank	Beijerinckia indica subsp. indica ATCC 9039	1	1	1	1.000	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Beijerinckia;s_Beijerinckia indica
D03_NODE_2321_length_8216_cov_6.638157	976	phylum	Bacteroidetes	1	1	1	1.000	d_Bacteria;p_Bacteroidetes
F21_NODE_4553_length_3145_cov_4.378964	4762	class	Oomycetes	2	1	1	1.000	d_Eukaryota;c_Oomycetes
F21_NODE_1813_length_4655_cov_8.359130	312017	no rank	Tetrahymena thermophila SB210	2	2	1	0.530	d_Eukaryota;p_Ciliophora;c_Oligohymenophorea;o_Hymenostomatida;f_Tetrahymenidae;g_Tetrahymena;s_Tetrahymena thermophila
F21_NODE_1466_length_5061_cov_7.573911	914	genus	Nitrosomonas	5	5	3	0.680	d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_Nitrosomonadaceae;g_Nitrosomonas
F2_NODE_10831_length_3554_cov_3.168620	1	no rank	root	2	2	2	1.000	
F2_NODE_8929_length_3950_cov_2.995892	131567	no rank	cellular organisms	1	1	1	1.000	
F2_NODE_13647_length_3140_cov_2.554295	29	order	Myxococcales	1	1	1	1.000	d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales
F4_NODE_5435_length_4432_cov_7.723326	33213	no rank	Bilateria	5	5	3	0.550	d_Eukaryota;k_Metazoa
F4_NODE_4728_length_4760_cov_6.034219	6072	no rank	Eumetazoa	1	1	1	1.000	d_Eukaryota;k_Metazoa
F4_NODE_2282_length_6923_cov_10.744904	131567	no rank	cellular organisms	4	4	4	1.000	
F4_NODE_2408_length_6751_cov_6.916816	33208	kingdom	Metazoa	3	3	3	1.000	d_Eukaryota;k_Metazoa
D25_NODE_1570_length_8802_cov_3.626501	2	superkingdom	Bacteria	2	2	2	1.000	d_Bacteria
D25_NODE_2434_length_6372_cov_6.843755	171	genus	Leptospira	2	2	1	0.660	d_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Leptospirales;f_Leptospiraceae;g_Leptospira
D26_NODE_5489_length_4582_cov_1.914513	2	superkingdom	Bacteria	3	3	3	1.000	d_Bacteria
D26_NODE_215_length_31426_cov_11.534825	131567	no rank	cellular organisms	4	4	4	1.000	
D26_NODE_8020_length_3605_cov_3.427887	28216	class	Betaproteobacteria	1	1	1	1.000	d_Bacteria;p_Proteobacteria;c_Betaproteobacteria
D27_NODE_3357_length_5892_cov_2.799726	976	phylum	Bacteroidetes	2	2	2	1.000	d_Bacteria;p_Bacteroidetes
D27_NODE_5356_length_4281_cov_32.959536	1922348	no rank	unclassified RNA viruses ShiM-2016	1	1	1	1.000	d_Viruses
D28_NODE_563_length_20880_cov_10.015942	1	no rank	root	1	1	1	1.000	
D28_NODE_1905_length_8686_cov_4.279805	1973949	species	Comamonadaceae bacterium CG_4_9_14_0_8_um_filter_57_21	3	3	1	0.680	d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;s_Comamonadaceae bacterium CG_4_9_14_0_8_um_filter_57_21
D29_NODE_653_length_18782_cov_10.292999	1256546	species	uncultured bacterium A1Q1_fos_1266	6	6	5	0.730	d_Bacteria;s_uncultured bacterium A1Q1_fos_1266
D09_NODE_4271_length_4911_cov_10.530478	0	no rank	unclassified	1	0	0	0.000	
D09_NODE_1526_length_10258_cov_2.718710	200795	phylum	Chloroflexi	1	1	1	1.000	d_Bacteria;p_Chloroflexi
D10_NODE_9822_length_3182_cov_24.237928	1985174	species	Chitinophagaceae bacterium IBVUCB2	1	1	1	1.000	d_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;s_Chitinophagaceae bacterium IBVUCB2
D10_NODE_2304_length_8286_cov_4.778399	1655600	species	Sphingobacteriales bacterium BACL12 MAG-120813-bin55	3	3	1	0.540	d_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;s_Sphingobacteriales bacterium BACL12 MAG-120813-bin55
D11_NODE_4212_length_5415_cov_2.507836	1760	class	Actinobacteria	3	3	2	0.720	d_Bacteria;p_Actinobacteria;c_Actinobacteria
D11_NODE_1485_length_10724_cov_2.932796	2	superkingdom	Bacteria	2	2	2	1.000	d_Bacteria
D12_NODE_10243_length_3041_cov_1.840589	2051956	species	Methylotenera sp.	1	1	1	1.000	d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_Methylophilaceae;g_Methylotenera;s_Methylotenera sp.
D12_NODE_8152_length_3516_cov_14.464895	131567	no rank	cellular organisms	1	1	1	1.000	
D13_NODE_8963_length_3158_cov_4.454399	976	phylum	Bacteroidetes	2	2	1	0.660	d_Bacteria;p_Bacteroidetes
D13_NODE_924_length_14804_cov_3.068411	78537	no rank	unclassified Actinobacteria (class) (miscellaneous)	11	11	5	0.760	d_Bacteria;p_Actinobacteria;c_Actinobacteria
D16_NODE_9538_length_3132_cov_2.078648	131567	no rank	cellular organisms	1	1	1	1.000	
D17_NODE_963_length_11865_cov_13.730652	1617419	species	Bacteroidetes bacterium OLB8	1	1	1	1.000	d_Bacteria;p_Bacteroidetes;s_Bacteroidetes bacterium OLB8
D18_NODE_4524_length_3866_cov_10.112831	1665071	species	uncultured Chloroflexi bacterium Rifle_16ft_4_minimus_3452	3	3	3	1.000	d_Bacteria;p_Chloroflexi;s_uncultured Chloroflexi bacterium Rifle_16ft_4_minimus_3452
D19_NODE_2225_length_8177_cov_6.145900	1617419	species	Bacteroidetes bacterium OLB8	1	1	1	1.000	d_Bacteria;p_Bacteroidetes;s_Bacteroidetes bacterium OLB8
D19_NODE_2164_length_8329_cov_7.511723	393003	species	Chitinophaga ginsengisegetis	1	1	1	1.000	d_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Chitinophaga;s_Chitinophaga ginsengisegetis
D20_NODE_4037_length_5633_cov_3.186805	1	no rank	root	1	1	1	1.000	
D20_NODE_2354_length_8173_cov_3.398004	1224	phylum	Proteobacteria	3	3	2	0.920	d_Bacteria;p_Proteobacteria
D20_NODE_1860_length_9600_cov_29.376218	2044595	species	Candidatus Gracilibacteria bacterium	3	3	1	0.620	d_Bacteria;p_Candidatus Gracilibacteria;s_Candidatus Gracilibacteria bacterium
D20_NODE_9645_length_3140_cov_15.680713	131567	no rank	cellular organisms	2	2	2	1.000	
D21_NODE_8520_length_3098_cov_2.829773	85021	family	Intrasporangiaceae	1	1	1	1.000	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Intrasporangiaceae
D40_NODE_2132_length_6463_cov_12.820225	2950	species	Symbiodinium sp.	1	1	1	1.000	d_Eukaryota;c_Dinophyceae;o_Suessiales;f_Symbiodiniaceae;g_Symbiodinium;s_Symbiodinium sp.
D40_NODE_1827_length_7258_cov_2.314452	976	phylum	Bacteroidetes	1	1	1	1.000	d_Bacteria;p_Bacteroidetes
D41_NODE_1839_length_9245_cov_11.136561	84994	family	Acidimicrobiaceae	1	1	1	1.000	d_Bacteria;p_Actinobacteria;c_Acidimicrobiia;o_Acidimicrobiales;f_Acidimicrobiaceae
D41_NODE_1992_length_8766_cov_2.540122	1	no rank	root	2	2	2	1.000	
D42_NODE_4066_length_4930_cov_7.146256	131567	no rank	cellular organisms	1	1	1	1.000	
D42_NODE_5321_length_4113_cov_3.490636	1617412	species	Chlorobi bacterium OLB5	2	2	2	1.000	d_Bacteria;p_Chlorobi;s_Chlorobi bacterium OLB5
D42_NODE_8025_length_3216_cov_3.943689	1617411	species	Chlorobi bacterium OLB4	2	2	2	1.000	d_Bacteria;p_Chlorobi;s_Chlorobi bacterium OLB4
D43_NODE_8895_length_3002_cov_2.413980	976	phylum	Bacteroidetes	1	1	1	1.000	d_Bacteria;p_Bacteroidetes
D44_NODE_1611_length_9921_cov_5.062133	2	superkingdom	Bacteria	1	1	1	1.000	d_Bacteria
D44_NODE_1092_length_12571_cov_6.709732	1617421	species	Bacteroidetes bacterium OLB10	2	2	1	0.820	d_Bacteria;p_Bacteroidetes;s_Bacteroidetes bacterium OLB10
D32_NODE_7962_length_3653_cov_10.493608	10239	superkingdom	Viruses	2	2	2	1.000	d_Viruses
D32_NODE_1770_length_9844_cov_3.777403	2	superkingdom	Bacteria	2	2	2	1.000	d_Bacteria
D32_NODE_6134_length_4265_cov_3.142043	2	superkingdom	Bacteria	4	4	2	0.570	d_Bacteria
D32_NODE_6333_length_4189_cov_8.962022	2	superkingdom	Bacteria	2	2	1	0.850	d_Bacteria
D32_NODE_7987_length_3646_cov_2.131997	131567	no rank	cellular organisms	1	1	1	1.000	
D32_NODE_1672_length_10265_cov_3.535651	131567	no rank	cellular organisms	2	2	2	1.000	
D33_NODE_1050_length_11263_cov_4.682548	2	superkingdom	Bacteria	6	6	6	1.000	d_Bacteria
D33_NODE_5310_length_3865_cov_6.573228	10239	superkingdom	Viruses	1	1	1	1.000	d_Viruses
D33_NODE_2750_length_5801_cov_4.446746	2	superkingdom	Bacteria	2	2	2	1.000	d_Bacteria
D34_NODE_926_length_12950_cov_2.742458	1	no rank	root	1	1	1	1.000	
D03_NODE_8389_length_3463_cov_1.838028	1839	genus	Nocardioides	2	2	1	0.810	d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Nocardioidaceae;g_Nocardioides
D03_NODE_7212_length_3813_cov_3.738691	68336	no rank	Bacteroidetes/Chlorobi group	2	2	2	1.000	d_Bacteria
D03_NODE_1320_length_12449_cov_4.590205	95818	phylum	Candidatus Saccharibacteria	5	5	2	0.640	d_Bacteria;p_Candidatus Saccharibacteria
D04_NODE_2732_length_7273_cov_3.089083	1760	class	Actinobacteria	1	1	1	1.000	d_Bacteria;p_Actinobacteria;c_Actinobacteria
D04_NODE_4493_length_5234_cov_2.561498	1617420	species	Bacteroidetes bacterium OLB9	2	2	2	1.000	d_Bacteria;p_Bacteroidetes;s_Bacteroidetes bacterium OLB9
D05_NODE_1513_length_8543_cov_45.080820	2	superkingdom	Bacteria	1	1	1	1.000	d_Bacteria
D05_NODE_3996_length_4164_cov_4.329764	171	genus	Leptospira	1	1	1	1.000	d_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Leptospirales;f_Leptospiraceae;g_Leptospira
D06_NODE_6562_length_3294_cov_2.200062	2	superkingdom	Bacteria	1	1	1	1.000	d_Bacteria
D06_NODE_938_length_11715_cov_15.520240	28216	class	Betaproteobacteria	4	4	3	0.900	d_Bacteria;p_Proteobacteria;c_Betaproteobacteria
D08_NODE_12413_length_3144_cov_1.997410	976	phylum	Bacteroidetes	1	1	1	1.000	d_Bacteria;p_Bacteroidetes
F7_NODE_17143_length_3161_cov_4.534449	1	no rank	root	1	1	1	1.000	
F7_NODE_11516_length_3999_cov_2.346856	131567	no rank	cellular organisms	1	1	1	1.000	
F7_NODE_9918_length_4393_cov_60.252420	131567	no rank	cellular organisms	1	1	1	1.000	
F7_NODE_4374_length_7103_cov_9.052781	2759	superkingdom	Eukaryota	7	7	7	1.000	d_Eukaryota
